TIMESTAMP,FORECAST
20131101 1:00,0.2643670381694664
20131101 2:00,0.16443464641044658
20131101 3:00,0.06555694308751434
20131101 4:00,0.05995569609016199
20131101 5:00,0.05830697286876323
20131101 6:00,0.09555301352773472
20131101 7:00,0.1953294506753049
20131101 8:00,0.36967466140884
20131101 9:00,0.2117300600934931
20131101 10:00,0.06527980773741834
20131101 11:00,0.012112045925328573
20131101 12:00,0.04713251675066996
20131101 13:00,0.044218489815679024
20131101 14:00,0.03879744059417159
20131101 15:00,0.06614050365879123
20131101 16:00,0.03844875600704441
20131101 17:00,0.024948054648540188
20131101 18:00,0.02817069926278629
20131101 19:00,0.027332710697147693
20131101 20:00,0.0280066279335891
20131101 21:00,0.06618482371877141
20131101 22:00,0.3029611544421902
20131101 23:00,0.5168773069056922
20131102 0:00,0.49564597189731335
20131102 1:00,0.3216915792116148
20131102 2:00,0.31656106428405195
20131102 3:00,0.46807448790094824
20131102 4:00,0.3541662304073119
20131102 5:00,0.8307688557381627
20131102 6:00,0.6876774516747022
20131102 7:00,0.739377764434634
20131102 8:00,0.583627162154415
20131102 9:00,0.8322386794220661
20131102 10:00,0.738339460491741
20131102 11:00,0.6164943191055954
20131102 12:00,0.5522259418837141
20131102 13:00,0.5306817090915688
20131102 14:00,0.3163982256072164
20131102 15:00,0.42487325639703527
20131102 16:00,0.14992304836426892
20131102 17:00,0.5205751632963954
20131102 18:00,0.40168644390286246
20131102 19:00,0.5980490983686537
20131102 20:00,0.3982287217216457
20131102 21:00,0.4321195372643736
20131102 22:00,0.4675764938044033
20131102 23:00,0.12991558380290757
20131103 0:00,0.2785831909040339
20131103 1:00,0.23373322634731108
20131103 2:00,0.3806395690826964
20131103 3:00,0.21255485724790435
20131103 4:00,0.21320314712597982
20131103 5:00,0.303906575818562
20131103 6:00,0.31139517818971646
20131103 7:00,0.31599866753907774
20131103 8:00,0.5095954699456262
20131103 9:00,0.4987723436392093
20131103 10:00,0.25229940908535287
20131103 11:00,0.27593539050133975
20131103 12:00,0.6707084354436543
20131103 13:00,0.826039257938215
20131103 14:00,0.881691522281372
20131103 15:00,0.9058450177893521
20131103 16:00,0.9615756049787001
20131103 17:00,0.942556402657181
20131103 18:00,0.9253800004727405
20131103 19:00,0.9126201020244649
20131103 20:00,0.9436611103201761
20131103 21:00,0.8479922289816534
20131103 22:00,0.8964066052869545
20131103 23:00,0.9139788448326501
20131104 0:00,0.9484331844474544
20131104 1:00,0.915282216336859
20131104 2:00,0.9102856516791293
20131104 3:00,0.8143365930417961
20131104 4:00,0.543196994297433
20131104 5:00,0.2539358950920663
20131104 6:00,0.2790340646511979
20131104 7:00,0.30693188592594683
20131104 8:00,0.3639534384043055
20131104 9:00,0.3155883641176435
20131104 10:00,0.39170239199597306
20131104 11:00,0.4851302341733895
20131104 12:00,0.8377817554623506
20131104 13:00,0.97409926844036
20131104 14:00,0.914302784011755
20131104 15:00,0.9743396567731142
20131104 16:00,0.9501887500048357
20131104 17:00,0.9370078693124602
20131104 18:00,0.9488612255721991
20131104 19:00,0.9574420534620087
20131104 20:00,0.9471658352704008
20131104 21:00,0.9279293050471892
20131104 22:00,0.9161521695076436
20131104 23:00,0.8020656141442388
20131105 0:00,0.7706607837467055
20131105 1:00,0.8348951392328288
20131105 2:00,0.4892351440868635
20131105 3:00,0.437625090919626
20131105 4:00,0.1055873114922965
20131105 5:00,0.0900216238158784
20131105 6:00,0.01982010216063742
20131105 7:00,0.0229773891214861
20131105 8:00,0.026303641117512357
20131105 9:00,0.027334452982324436
20131105 10:00,0.08526851235305115
20131105 11:00,0.2615302552394433
20131105 12:00,0.3053318666199149
20131105 13:00,0.31487590177799907
20131105 14:00,0.32555797807490966
20131105 15:00,0.3606334280980329
20131105 16:00,0.32819376364145336
